,0,1
2413,K-002896,198902881
2414,K-035194,201500327
2415,K-026973,200909517
2416,K-038134,201600217
2417,K-027365,201003043
2418,K-049866,201908351
2419,K-007568,199806741
2420,K-038140,201600253
2421,K-025927,200904514
2422,K-027181,201001730
2423,K-035346,201500685
2424,K-023253,200802393
2425,K-035205,201500364
2426,K-034249,201404533
2427,K-013156,200301228
2428,K-038582,201601600
2429,K-010749,200101738
2430,K-030562,201301227
2431,K-035209,201500368
2432,K-015116,200402297
2433,K-031168,201307482
2434,K-029171,201110192
2435,K-008451,199906953
2436,K-030063,201206935
2437,K-023844,200805926
2438,K-036720,201504045
2439,K-006006,199700038
2440,K-000400,197700126
2441,K-013602,200302273
2442,K-025285,200901319
2443,K-017482,200502133
2444,K-011976,200201776
2445,K-021824,200708585
2446,K-000818,198200049
2447,K-032668,201400806
2448,K-016092,200404712
2449,K-030488,201211056
2450,K-034125,201404327
2451,K-027055,201000984
2452,K-030158,201207344
2453,K-014366,200400733
2454,K-003909,199202572
2455,K-021506,200706908
2456,K-028817,201107226
2457,K-001899,198700705
2458,K-014612,200401307
2459,K-028516,201103617
2460,K-029886,201206409
2461,K-034988,201406046
2462,K-035366,201500723
2463,K-059524,202101579
2464,K-017696,200502557
2465,K-028542,201103782
2466,K-010897,200102266
2467,K-021062,200704764
2468,K-011251,200108760
2469,K-015519,200403089
2470,K-027978,201007499
2471,K-043812,201801975
2472,K-043251,201800601
2473,K-038184,201600387
2474,K-034310,201404670
2475,K-016204,200409980
2476,K-025275,200901232
2477,K-022194,200710024
2478,K-012244,200202873
2479,K-029808,201206118
2480,K-035370,201500729
2481,K-004324,199302666
2482,K-020330,200701280
2483,K-029308,201200009
2484,K-015412,200402912
2485,K-010202,200008952
2486,K-007749,199900524
2487,K-016372,200410870
2488,K-040671,201606391
2489,K-001756,198601284
2490,K-028155,201100827
2491,K-032170,201310271
2492,K-031387,201308169
2493,K-035452,201500965
2494,K-033927,201403938
2495,K-038440,201601147
2496,K-007500,199804594
2497,K-003747,199201155
2498,K-030574,201301377
2499,K-032997,201401934
2500,K-005808,199602312
2501,K-007024,199801026
2502,K-015531,200403138
2503,K-030110,201207067
2504,K-014388,200400798
2505,K-006316,199701347
2506,K-024752,200810113
2507,K-031473,201308392
2508,K-022885,200800081
2509,K-000231,197400040
2510,K-007638,199900184
2511,K-001464,198500636
2512,K-023679,200805296
2513,K-017948,200503246
2514,K-036085,201502462
2515,K-027391,201003156
2516,K-030912,201306376
2517,K-003646,199200475
2518,K-005248,199502147
2519,K-010281,200009496
2520,K-027563,201003955
2521,K-012843,200300567
2522,K-026194,200905144
2523,K-030091,201207003
2524,K-043946,201802251
2525,K-034526,201405079
2526,K-032227,201310391
2527,K-016807,200500721
2528,K-013969,200308774
2529,K-027228,201002103
2530,K-038076,201508496
2531,K-033287,201402682
2532,K-016795,200500694
2533,K-034659,201405356
2534,K-027602,201004172
2535,K-021325,200705992
2536,K-016514,200500186
2537,K-000080,196700060
2538,K-030003,201206780
2539,K-001843,198700309
2540,K-011524,200200366
2541,K-015279,200402671
2542,K-018757,200600860
2543,K-008899,200001292
2544,K-033895,201403877
2545,K-000760,198100242
2546,K-021835,200708596
2547,K-032615,201400605
2548,K-037116,201505160
2549,K-052715,202005672
2550,K-013905,200308343
2551,K-033830,201403745
2552,K-027984,201007524
2553,K-002722,198901021
2554,K-001612,198600036
2555,K-016989,200501107
2556,K-003680,199200633
2557,K-032936,201401536
2558,K-037671,201507415
2559,K-016699,200500524
2560,K-044978,201804839
2561,K-025476,200902395
2562,K-009464,200003116
2563,K-002943,199000362
2564,K-033024,201401984
2565,K-013020,200300956
2566,K-029858,201206319
2567,K-021836,200708597
2568,K-017534,200502228
2569,K-038576,201601582
2570,K-014841,200401718
2571,K-013683,200302623
2572,K-037755,201507620
2573,K-002845,198902158
2574,K-016803,200500714
2575,K-036270,201502775
2576,K-031466,201308377
2577,K-013234,200301437
2578,K-024831,200810584
2579,K-013599,200302266
2580,K-016709,200500538
2581,K-022650,200712647
2582,K-000165,197200091
2583,K-012220,200202816
2584,K-028438,201103159
2585,K-028740,201105918
2586,K-024127,200807045
2587,K-009519,200003493
2588,K-009550,200003806
2589,K-020385,200701809
2590,K-017219,200501558
2591,K-000118,197000068
2592,K-031478,201308400
2593,K-002042,198701583
2594,K-023203,200802023
2595,K-045265,201900178
2596,K-008735,200000560
2597,K-016799,200500704
2598,K-002807,198901605
2599,K-010316,200100102
2600,K-002922,199000165
2601,K-027996,201007695
2602,K-023272,200802557
2603,K-011032,0
2604,K-051669,202003217
2605,K-007947,199901651
2606,K-025189,200900740
2607,K-012903,200300708
2608,K-002005,198701132
2609,K-004544,199400488
2610,K-019052,200604199
2611,K-003532,199102630
2612,K-011225,200108672
2613,K-045067,201805153
2614,K-034764,201405523
2615,K-014057,200400118
2616,K-008835,200000797
2617,K-006941,199800504
2618,K-028076,201100380
2619,K-007240,199801987
2620,K-032980,201401826
2621,K-019605,200607843
2622,K-032739,201400971
2623,K-005471,199600267
2624,K-008124,199902612
2625,K-000898,198200707
2626,K-036243,201502717
2627,K-005806,199602290
2628,K-034084,201404221
2629,K-003049,199000893
2630,K-006562,199702177
2631,K-007822,199900926
2632,K-023005,200800966
2633,K-012420,200209622
2634,K-038186,201600389
2635,K-029998,201206771
2636,K-022604,200712252
2637,K-035794,201501699
2638,K-027179,201001728
2639,K-028239,201101004
2640,K-038554,201601522
2641,K-031885,201309418
2642,K-001562,198501028
2643,K-021718,200708144
2644,K-038620,201601698
2645,K-026741,200906877
2646,K-030478,201210742
2647,K-014290,200400528
2648,K-035723,201501592
2649,K-020610,200702734
2650,K-004298,199302401
2651,K-019847,200610633
2652,K-025474,200902364
2653,K-038450,201601178
2654,K-023196,200801987
2655,K-036863,201504316
2656,K-001103,198301004
2657,K-024297,200807647
2658,K-023863,200805991
2659,K-035592,201501348
2660,K-045403,201900673
2661,K-017111,200501372
2662,K-005987,199604979
2663,K-001462,198500633
2664,K-001027,198300329
2665,K-035601,201501366
2666,K-007012,199800976
2667,K-005508,199600367
2668,K-005949,199604657
2669,K-023623,200805063
2670,K-024468,200808451
2671,K-050105,202000112
2672,K-000492,197800308
2673,K-012769,200300406
2674,K-040639,201606307
2675,K-028493,201103562
2676,K-015257,200402610
2677,K-001029,198300343
2678,K-024050,200806809
2679,K-027525,201003714
2680,K-039146,201603068
2681,K-028360,201101885
2682,K-035252,201500446
2683,K-015893,200404044
2684,K-038245,201600576
2685,K-030952,201306420
2686,K-019122,200604312
2687,K-024811,200810499
2688,K-034673,201405382
2689,K-012631,200300069
2690,K-017772,200502757
2691,K-003727,199201046
2692,K-015390,200402856
2693,K-017160,200501458
2694,K-030474,201210737
2695,K-012638,200300092
2696,K-025828,200904308
2697,K-033309,201402789
2698,K-052621,202005386
2699,K-023252,200802392
2700,K-027616,201004245
2701,K-023604,200804942
2702,K-016056,200404657
2703,K-058086,200201329
2704,K-014339,200400668
2705,K-022361,200710816
2706,K-011307,200109139
2707,K-015623,200403325
2708,K-035685,201501540
2709,K-025304,200901456
2710,K-019558,200607740
2711,K-030035,201206844
2712,K-025178,200900682
2713,K-032493,201400289
2714,K-001527,198500893
2715,K-006557,199702163
2716,K-000454,197800027
2717,K-001382,198500041
2718,K-034078,201404206
2719,K-028129,201100794
2720,K-021707,200708094
2721,K-000032,196000008
2722,K-018060,200503731
2723,K-016722,200500554
2724,K-006697,199703153
2725,K-037576,201507094
2726,K-037471,201506766
2727,K-024723,200809883
2728,K-013264,200301505
2729,K-008537,199907335
2730,K-010157,200008796
2731,K-003606,199200232
2732,K-017777,200502762
2733,K-028209,201100952
2734,K-012722,200300266
2735,K-002908,199000074
2736,K-004565,199400586
2737,K-038105,201508553
2738,K-008307,199904162
2739,K-034799,201405598
2740,K-031365,201308048
2741,K-035416,201500900
2742,K-028592,201104042
2743,K-034058,201404162
2744,K-030286,201207722
2745,K-019314,200606351
2746,K-014264,200400480
2747,K-022705,200712981
2748,K-028864,201107526
2749,K-015289,200402690
2750,K-034326,201404705
2751,K-019637,200607915
2752,K-016221,200410070
2753,K-052619,202005384
2754,K-026993,201000406
2755,K-008529,199907311
2756,K-030528,201300114
2757,K-023786,200805749
2758,K-020382,200701756
2759,K-023556,200804631
2760,K-013336,200301618
2761,K-024979,200811251
2762,K-000178,197200376
2763,K-034250,201404534
2764,K-029580,201203612
2765,K-016736,200500570
2766,K-023718,200805458
2767,K-010234,200009062
2768,K-019796,200608320
2769,K-007381,199803062
2770,K-002654,198900493
2771,K-024162,200807205
2772,K-026667,200906540
2773,K-035957,201502264
2774,K-012501,200209893
2775,K-027838,201006075
2776,K-000658,198000206
2777,K-032243,201310413
2778,K-035659,201501483
2779,K-029760,201205933
2780,K-028980,201109235
2781,K-006626,199702566
2782,K-019540,200607709
2783,K-024928,200810996
2784,K-006927,199800468
2785,K-038614,201601691
2786,K-028495,201103565
2787,K-014206,200400366
2788,K-004569,199400630
2789,K-011399,200110066
2790,K-000744,198100103
2791,K-004653,199401133
2792,K-013958,200308624
2793,K-033913,201403910
2794,K-038733,201602144
2795,K-036956,201504772
2796,K-024057,200806846
2797,K-003152,199002022
2798,K-031983,201309654
2799,K-016392,200410901
2800,K-044818,201804347
2801,K-027722,201005041
2802,K-002031,198701478
2803,K-039150,201603072
2804,K-007339,199802620
2805,K-005986,199604977
2806,K-028928,201108989
2807,K-028281,201101451
2808,K-010746,200101731
2809,K-013135,200301181
2810,K-009443,200003019
2811,K-036271,201502776
2812,K-036171,201502639
2813,K-017646,200502447
2814,K-026622,200906384
2815,K-012502,200209894
2816,K-037789,201507722
2817,K-021266,200705593
2818,K-014370,200400752
2819,K-032808,201401264
2820,K-007919,199901480
2821,K-005854,199602706
2822,K-030016,201206820
2823,K-029603,201204330
2824,K-007325,199802438
2825,K-017002,200501155
2826,K-038723,201602113
2827,K-010934,200102622
2828,K-037558,201507042
2829,K-001451,198500618
2830,K-038149,201600289
2831,K-005108,199501234
2832,K-023901,200806190
2833,K-035143,201500196
2834,K-014405,200400840
2835,K-052958,202006983
2836,K-014045,200400102
2837,K-023780,200805737
2838,K-006617,199702520
2839,K-005003,199500439
2840,K-007566,199806739
2841,K-003398,199101450
2842,K-008749,200000601
2843,K-012983,200300854
2844,K-004326,199302671
2845,K-014179,200400325
2846,K-025003,200811428
2847,K-033930,201403941
2848,K-036664,201503809
2849,K-029345,201200417
2850,K-000125,197000104
2851,K-026818,200907799
2852,K-034562,201405115
2853,K-011783,200201239
2854,K-014751,200401559
2855,K-027235,201002150
2856,K-027011,201000826
2857,K-004120,199300891
2858,K-020238,200700907
2859,K-007577,199806891
2860,K-022711,200713004
2861,K-013008,200300921
2862,K-034717,201405457
2863,K-025223,200900933
2864,K-014228,200400397
2865,K-008223,199903252
2866,K-023331,200802930
2867,K-032104,201310000
2868,K-016338,200410714
2869,K-024453,200808340
2870,K-026403,200905591
2871,K-051165,202002321
2872,K-026174,200905098
2873,K-002148,198800119
2874,K-023608,200804947
2875,K-007955,199901718
2876,K-030690,201302982
2877,K-029794,201206056
2878,K-033497,201403146
2879,K-011705,200200963
2880,K-007340,199802621
2881,K-030163,201207377
2882,K-003700,199200792
2883,K-032547,201400389
2884,K-005113,199501262
2885,K-037440,201506677
2886,K-037963,201508155
2887,K-013326,200301596
2888,K-025571,200903044
2889,K-014509,200401089
2890,K-004451,199304554
2891,K-029687,201205330
2892,K-038185,201600388
2893,K-003350,199101124
2894,K-025532,200902740
2895,K-006632,199702618
2896,K-034685,201405416
2897,K-003970,199203393
2898,K-038722,201602112
2899,K-010856,200102143
2900,K-027176,201001725
2901,K-029919,201206529
2902,K-027077,201001007
2903,K-033208,201402463
2904,K-037480,201506787
2905,K-010141,200008592
2906,K-032037,201309848
2907,K-036860,201504313
2908,K-000749,198100126
2909,K-024704,200809786
2910,K-005606,199600977
2911,K-029454,201201601
2912,K-014090,200400179
2913,K-026124,200905004
2914,K-015746,200403625
2915,K-000936,198300064
2916,K-029616,201204549
2917,K-014733,200401527
2918,K-019550,200607732
2919,K-032871,201401405
2920,K-005373,199504171
2921,K-028773,201106788
2922,K-019919,200611006
2923,K-001642,198600233
2924,K-047218,201903490
2925,K-035530,201501128
2926,K-049881,201908384
2927,K-021731,200708257
2928,K-029248,201110744
2929,K-021839,200708600
2930,K-037035,201505004
2931,K-016235,200410088
2932,K-027737,201005121
2933,K-039021,201602871
2934,K-031132,201307379
2935,K-032567,201400415
2936,K-022627,200712481
2937,K-011155,200103884
2938,K-010538,200100960
2939,K-023327,200802913
2940,K-035029,201406166
2941,K-024783,200810338
2942,K-037656,201507399
2943,K-039810,201604010
2944,K-010502,200100837
2945,K-013035,200301021
2946,K-020499,200702264
2947,K-026076,200904880
2948,K-034170,201404426
2949,K-038212,201600454
2950,K-033327,201402826
2951,K-018409,200600116
2952,K-033556,201403261
2953,K-005886,199603003
2954,K-049501,201907748
2955,K-033479,201403118
2956,K-008147,199902725
2957,K-000386,197700025
2958,K-000525,197900013
2959,K-011845,200201481
2960,K-000650,198000151
2961,K-019755,200608243
2962,K-029823,201206164
2963,K-014278,200400511
2964,K-033543,201403243
2965,K-031178,201307514
2966,K-012584,200210756
2967,K-016080,200404699
2968,K-026206,200905163
2969,K-027059,201000988
2970,K-016879,200500923
2971,K-005430,199600048
2972,K-011825,200201375
2973,K-025519,200902650
2974,K-034820,201405627
2975,K-029774,201205974
2976,K-020815,200703461
2977,K-016480,200500132
2978,K-010836,200102013
2979,K-012670,200300154
2980,K-032190,201310308
2981,K-042120,201706184
2982,K-028481,201103472
2983,K-021270,200705597
2984,K-036880,201504347
2985,K-001866,198700430
2986,K-010944,200102653
2987,K-011701,200200957
2988,K-016785,200500659
2989,K-037933,201508016
2990,K-004153,199301084
2991,K-029667,201205253
2992,K-016923,200500992
2993,K-014070,200400135
2994,K-037431,201506654
2995,K-000168,197200160
2996,K-016688,200500497
2997,K-028137,201100802
2998,K-035057,201406315
2999,K-011224,200108671
3000,K-033406,201402959
3001,K-004797,199402227
3002,K-040609,201606202
3003,K-038188,201600391
3004,K-007376,199803014
3005,K-035022,201406155
3006,K-016495,200500150
3007,K-042118,201706182
3008,K-011481,200200234
3009,K-012590,200210770
3010,K-027088,201001022
3011,K-035377,201500736
3012,K-007268,199802092
3013,K-029561,201203128
3014,K-015716,200403512
3015,K-018109,200510973
3016,K-003883,199202273
3017,K-037644,201507377
3018,K-013543,200302155
3019,K-015762,200403671
3020,K-025033,200811608
3021,K-007906,199901404
3022,K-005195,199501735
3023,K-009441,200003011
3024,K-038760,201602240
3025,K-000490,197800305
3026,K-015727,200403525
3027,K-053132,202007945
3028,K-027606,201004222
3029,K-023631,200805114
3030,K-031282,201307834
3031,K-029665,201205251
3032,K-027166,201001699
3033,K-002052,198701676
3034,K-014387,200400794
3035,K-029593,201203788
3036,K-000212,197300172
3037,K-045658,201901096
3038,K-045583,201900962
3039,K-000114,197000049
3040,K-035163,201500241
3041,K-033878,201403837
3042,K-000230,197400039
3043,K-018357,200600026
3044,K-024747,200810031
3045,K-003614,199200261
3046,K-036733,201504070
3047,K-021565,200707276
3048,K-028929,201108990
3049,K-007223,199801897
3050,K-000568,197900219
3051,K-021026,200704590
3052,K-026876,200908355
3053,K-032541,201400383
3054,K-042014,201705498
3055,K-030820,201305957
3056,K-030721,201303989
3057,K-019563,200607747
3058,K-026694,200906613
3059,K-004552,199400514
3060,K-035516,201501083
3061,K-007157,199801625
3062,K-001803,198700060
3063,K-037364,201506479
3064,K-010528,200100915
3065,K-006240,199701063
3066,K-025469,200902349
3067,K-034503,201405046
3068,K-011098,200103537
3069,K-021584,200707383
3070,K-033043,201402029
3071,K-048127,201905481
3072,K-016517,200500195
3073,K-012441,200209695
3074,K-010114,200005888
3075,K-014868,200401773
3076,K-027688,201004754
3077,K-001457,198500625
3078,K-019196,200605371
3079,K-012641,200300100
3080,K-023733,200805522
3081,K-013681,200302574
3082,K-036185,201502654
3083,K-032951,201401660
3084,K-001670,198600436
3085,K-007881,199901258
3086,K-030983,201306497
3087,K-031330,201307931
3088,K-033042,201402028
3089,K-031888,201309425
3090,K-026543,200905903
3091,K-019161,200605262
3092,K-017977,200503314
3093,K-029356,201200634
3094,K-036432,201503196
3095,K-024262,200807527
3096,K-045102,201805240
3097,K-038684,201601858
3098,K-011718,200201029
3099,K-003809,199201630
3100,K-024631,200809402
3101,K-013592,200302254
3102,K-015710,200403500
3103,K-002208,198800426
3104,K-040099,201604622
3105,K-042835,201708219
3106,K-006329,199701416
3107,K-006250,199701099
3108,K-010221,200009023
3109,K-013403,200301833
3110,K-014300,200400561
3111,K-028792,201107003
3112,K-041917,201704831
3113,K-033252,201402579
3114,K-035695,201501550
3115,K-003312,199100838
3116,K-018128,200511029
3117,K-024527,200808862
3118,K-019882,200610785
3119,K-042044,201705688
3120,K-034201,201404473
3121,K-008973,200001638
3122,K-004464,199400028
3123,K-031019,201306862
3124,K-005545,199600559
3125,K-024650,200809450
3126,K-029865,201206328
3127,K-035715,201501581
3128,K-020014,200611524
3129,K-013867,200307976
3130,K-025216,200900893
3131,K-051005,202002062
3132,K-031695,201308906
3133,K-037498,201506807
3134,K-014180,200400326
3135,K-007103,199801389
3136,K-020641,200702887
3137,K-029163,201110120
3138,K-021825,200708586
3139,K-019963,200611121
3140,K-023260,200802513
3141,K-035770,201501663
3142,K-021930,200708838
3143,K-017108,200501369
3144,K-026841,200908116
3145,K-021228,200705423
3146,K-038057,201508445
3147,K-014851,200401741
3148,K-031863,201309347
3149,K-036025,201502379
3150,K-014371,200400753
3151,K-002519,198802326
3152,K-017070,200501291
3153,K-016650,200500431
3154,K-027087,201001021
3155,K-025366,200901803
3156,K-014431,200400925
3157,K-029020,201109294
3158,K-008132,199902661
3159,K-025545,200902884
3160,K-002296,198801219
3161,K-014473,200401014
3162,K-020152,200700441
3163,K-011952,200201711
3164,K-005649,199601337
3165,K-030188,201207452
3166,K-031624,201308618
3167,K-016478,200500130
3168,K-019039,200604180
3169,K-023593,200804909
3170,K-001413,198500241
3171,K-037009,201504948
3172,K-005386,199504249
3173,K-027024,201000874
3174,K-023372,200803254
3175,K-000030,196000001
3176,K-011822,200201364
3177,K-008463,199907012
3178,K-027129,201001424
3179,K-008222,199903247
3180,K-000763,198100257
3181,K-007022,199801023
3182,K-002177,198800245
3183,K-029528,201202780
3184,K-032883,201401417
3185,K-036258,201502761
3186,K-009379,200002714
3187,K-036172,201502640
3188,K-007144,199801576
3189,K-014292,200400538
3190,K-011567,200200471
3191,K-004668,199401175
3192,K-003354,199101135
3193,K-007019,199801016
3194,K-018590,200600463
3195,K-010530,200100921
3196,K-023676,200805289
3197,K-014467,200400999
3198,K-025937,200904538
3199,K-003989,199203513
3200,K-037159,201505482
3201,K-014251,200400465
3202,K-035207,201500366
3203,K-043935,201802237
3204,K-015423,200402943
3205,K-003106,199001353
3206,K-037285,201506006
3207,K-034053,201404145
3208,K-024765,200810230
3209,K-036813,201504231
3210,K-034710,201405450
3211,K-027868,201006491
3212,K-006307,199701295
3213,K-032560,201400408
3214,K-006566,199702230
3215,K-030615,201301654
3216,K-018641,200600543
3217,K-010406,200100424
3218,K-019124,200604320
3219,K-024397,200808168
3220,K-030843,201306118
3221,K-007316,199802384
3222,K-031605,201308593
3223,K-006284,199701224
3224,K-013381,200301771
3225,K-031027,201306906
3226,K-001095,198300755
3227,K-028681,201105106
3228,K-015524,200403111
3229,K-016250,200410143
3230,K-000069,196500051
3231,K-000180,197200484
3232,K-010286,200009525
3233,K-016740,200500575
3234,K-014403,200400830
3235,K-031391,201308178
3236,K-016193,200409933
3237,K-013273,200301517
3238,K-037608,201507229
3239,K-034407,201404844
3240,K-013263,200301504
3241,K-001396,198500125
3242,K-004664,199401165
3243,K-022703,200712979
3244,K-012715,200300253
3245,K-028828,201107272
3246,K-000937,198300065
3247,K-011392,200110048
3248,K-004094,199300656
3249,K-027092,201001029
3250,K-026299,200905403
3251,K-025894,200904445
3252,K-006980,199800785
3253,K-036788,201504179
3254,K-032158,201310219
3255,K-037660,201507403
3256,K-039104,201603009
3257,K-000646,198000118
3258,K-034837,201405692
3259,K-009459,200003110
3260,K-020416,200701932
3261,K-025215,200900892
3262,K-025060,200811694
3263,K-036962,201504788
3264,K-018184,200511256
3265,K-005650,199601338
3266,K-015537,200403167
3267,K-000672,198000304
3268,K-030378,201208875
3269,K-011508,200200327
3270,K-025336,200901619
3271,K-037006,201504928
3272,K-035338,201500662
3273,K-034946,201405957
3274,K-016062,200404669
3275,K-000255,197400273
3276,K-008826,200000744
3277,K-038262,201600678
3278,K-016386,200410890
3279,K-027210,201001981
3280,K-036032,201502386
3281,K-011564,200200467
3282,K-023670,200805263
3283,K-028232,201100980
3284,K-018410,200600117
3285,K-025481,200902438
3286,K-030283,201207713
3287,K-017574,200502294
3288,K-032303,201310700
3289,K-022165,200709861
3290,K-044707,201804024
3291,K-032100,201309994
3292,K-031965,201309581
3293,K-030512,201300035
3294,K-036170,201502638
3295,K-021264,200705591
3296,K-005339,199502840
3297,K-003286,199100626
3298,K-030864,201306230
3299,K-027626,201004349
3300,K-013811,200307768
3301,K-006694,199703126
3302,K-005925,199603333
3303,K-007646,199900204
3304,K-027889,201006555
3305,K-027918,201006886
3306,K-019920,200611007
3307,K-024131,200807058
3308,K-009463,200003115
3309,K-016810,200500748
3310,K-033746,201403560
3311,K-004131,199300959
3312,K-033511,201403176
3313,K-013256,200301486
3314,K-005165,199501564
3315,K-016192,200409932
3316,K-030688,201302980
3317,K-021617,200707596
3318,K-041267,201701158
3319,K-028469,201103425
3320,K-013404,200301834
3321,K-007819,199900923
3322,K-036395,201503145
3323,K-005666,199601484
3324,K-012458,200209806
3325,K-030796,201305793
3326,K-034547,201405100
3327,K-043250,201800600
3328,K-038293,201600782
3329,K-037452,201506728
3330,K-025922,200904507
3331,K-007073,199801240
3332,K-007013,199800979
3333,K-028122,201100749
3334,K-001330,198400830
3335,K-017058,200501243
3336,K-038563,201601552
3337,K-037446,201506687
3338,K-029691,201205362
3339,K-030384,201208997
3340,K-025416,200902144
3341,K-005025,199500536
3342,K-011590,200200561
3343,K-012447,200209716
3344,K-016566,200500287
3345,K-014442,200400951
3346,K-011084,200103519
3347,K-032990,201401904
3348,K-037329,201506192
3349,K-019553,200607735
3350,K-036784,201504175
3351,K-034287,201404632
3352,K-034323,201404702
3353,K-034264,201404569
3354,K-005223,199501953
3355,K-002950,199000383
3356,K-029881,201206383
3357,K-025596,200903210
3358,K-033595,201403328
3359,K-019299,200606294
3360,K-038220,201600500
3361,K-015981,200404183
3362,K-014249,200400463
3363,K-010913,200102527
3364,K-040336,201605337
3365,K-027007,201000775
3366,K-003289,199100632
3367,K-038183,201600386
3368,K-031001,201306597
3369,K-027615,201004244
3370,K-005371,199504165
3371,K-027039,201000967
3372,K-002074,198701888
3373,K-022349,200710760
3374,K-035100,201500093
3375,K-037029,201504984
3376,K-000510,197800391
3377,K-002058,198701721
3378,K-031788,201309112
3379,K-040998,201700254
3380,K-046428,201902301
3381,K-011441,200200132
3382,K-036039,201502394
3383,K-009031,200001929
3384,K-025536,200902769
3385,K-032013,201309790
3386,K-012820,200300496
3387,K-004762,199401770
3388,K-030785,201305533
3389,K-011487,200200252
3390,K-016531,200500225
3391,K-003687,199200653
3392,K-006323,199701398
3393,K-028387,201102450
3394,K-015418,200402928
3395,K-032562,201400410
3396,K-001769,198601395
3397,K-023092,200801350
3398,K-034484,201405003
3399,K-017764,200502742
3400,K-034110,201404293
3401,K-009454,200003096
3402,K-009616,200004480
3403,K-006940,199800503
3404,K-014084,200400166
3405,K-028988,201109253
3406,K-034844,201405706
3407,K-016466,200500097
3408,K-012775,200300413
3409,K-004046,199300288
3410,K-014567,200401210
3411,K-003893,199202475
3412,K-027776,201005500
3413,K-002592,198900123
3414,K-012874,200300642
3415,K-012719,200300260
3416,K-010747,200101732
3417,K-007798,199900835
3418,K-010156,200008778
3419,K-036179,201502648
3420,K-016848,200500853
3421,K-033422,201402986
3422,K-028127,201100792
3423,K-017226,200501569
3424,K-025262,200901146
3425,K-004282,199302175
3426,K-038914,201602576
3427,K-018588,200600460
3428,K-006129,199700555
3429,K-000859,198200325
3430,K-031123,201307342
3431,K-026545,200905916
3432,K-034945,201405956
3433,K-000209,197300151
3434,K-022750,200713171
3435,K-028018,201007777
3436,K-006930,199800471
3437,K-023166,200801815
3438,K-016804,200500715
3439,K-011982,200201784
3440,K-042041,201705685
3441,K-027587,201004086
3442,K-008837,200000801
3443,K-037775,201507693
3444,K-013710,200302728
3445,K-018305,200512200
3446,K-019904,200610975
3447,K-031089,201307123
3448,K-018718,200600720
3449,K-009025,200001893
3450,K-030616,201301655
3451,K-011764,200201183
3452,K-006266,199701131
3453,K-019773,200608273
3454,K-038566,201601555
3455,K-000040,196200032
3456,K-032518,201400349
3457,K-027741,201005127
3458,K-033333,201402834
3459,K-036551,201503484
3460,K-030850,201306134
3461,K-044332,201803124
3462,K-003480,199101995
3463,K-001060,198300603
3464,K-013398,200301825
3465,K-001362,198401252
3466,K-040587,201606067
3467,K-031563,201308550
3468,K-027080,201001010
3469,K-007117,199801474
3470,K-028813,201107222
3471,K-012022,200201906
3472,K-022482,200711535
3473,K-029672,201205260
3474,K-002495,198801657
3475,K-016864,200500882
3476,K-005632,199601139
3477,K-033963,201403983
3478,K-022704,200712980
3479,K-040531,201605864
3480,K-023801,200805818
3481,K-026672,200906557
3482,K-025283,200901296
3483,K-000370,197600483
3484,K-013004,200300913
3485,K-035650,201501472
3486,K-014003,200400022
3487,K-017591,200502315
3488,K-022795,200713518
3489,K-026588,200906066
3490,K-028622,201104314
3491,K-041149,201700802
3492,K-013129,200301172
3493,K-034505,201405050
3494,K-039047,201602908
3495,K-038959,201602688
3496,K-044108,201802617
3497,K-009330,200002468
3498,K-027093,201001030
3499,K-035629,201501431
3500,K-021692,200708031
3501,K-036394,201503144
3502,K-037340,201506355
3503,K-027398,201003163
3504,K-029534,201202806
3505,K-037228,201505842
3506,K-005174,199501649
3507,K-032745,201401003
3508,K-039135,201603057
3509,K-034055,201404153
3510,K-025177,200900681
3511,K-020867,200703733
3512,K-004285,199302187
3513,K-003361,199101279
3514,K-000721,198000572
3515,K-014409,200400872
3516,K-002491,198801648
3517,K-035804,201501710
3518,K-015280,200402674
3519,K-037210,201505795
3520,K-034203,201404475
3521,K-013161,200301252
3522,K-012432,200209641
3523,K-022180,200709908
3524,K-000382,197700008
3525,K-011529,200200375
3526,K-032543,201400385
3527,K-025090,200811885
3528,K-032408,201310988
3529,K-020395,200701831
3530,K-002711,198900920
3531,K-029206,201110502
3532,K-016262,200410326
3533,K-001643,198600235
3534,K-032577,201400426
3535,K-028476,201103467
3536,K-059526,202101581
3537,K-005372,199504168
3538,K-026298,200905402
3539,K-023532,200804412
3540,K-035528,201501126
3541,K-038890,201602533
3542,K-025797,200904207
3543,K-037298,201506120
3544,K-025972,200904641
3545,K-029427,201201265
3546,K-011647,200200771
3547,K-027006,201000774
3548,K-023667,200805235
3549,K-011442,200200133
3550,K-002944,199000363
3551,K-020757,200703230
3552,K-033747,201403561
3553,K-019844,200610630
3554,K-006037,199700166
3555,K-016390,200410896
3556,K-029461,201201688
3557,K-011506,200200323
3558,K-002256,198800901
3559,K-010487,200100780
3560,K-037988,201508272
3561,K-010955,200102671
3562,K-015662,200403414
3563,K-032236,201310403
3564,K-016963,200501065
3565,K-012086,200202205
3566,K-035154,201500212
3567,K-033353,201402867
3568,K-004533,199400448
3569,K-000598,197900411
3570,K-010205,200008959
3571,K-006224,199700942
3572,K-008823,200000740
3573,K-019104,200604282
3574,K-005440,199600089
3575,K-030053,201206882
3576,K-008792,200000672
3577,K-029690,201205361
3578,K-013991,200400009
